Manual Prompt,Prompt,Prompt (lookup),Aspect Ratio,Google Drive Folder ID,Reference Image_1,Image 1 Preview,Final Prompt,Output Image,Drive File URL,Drive File ID,Image Preview,API JSON
"Recolor the hair in the reference image to exactly #C25E2E. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #C25E2E exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-long.png,,"Recolor the hair in the reference image to exactly #C25E2E. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #C25E2E exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-long.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #D1B26F. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #D1B26F exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png,,"Recolor the hair in the reference image to exactly #D1B26F. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #D1B26F exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #E6A273. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #E6A273 exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png,,"Recolor the hair in the reference image to exactly #E6A273. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #E6A273 exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #A4754A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #A4754A exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png,,"Recolor the hair in the reference image to exactly #A4754A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #A4754A exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #7B4B2A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #7B4B2A exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png,,"Recolor the hair in the reference image to exactly #7B4B2A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #7B4B2A exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #523418. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #523418 exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png,,"Recolor the hair in the reference image to exactly #523418. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #523418 exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #8B3F2C. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #8B3F2C exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png,,"Recolor the hair in the reference image to exactly #8B3F2C. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #8B3F2C exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #2B2B2B. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #2B2B2B exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png,,"Recolor the hair in the reference image to exactly #2B2B2B. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #2B2B2B exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #C25E2E. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #C25E2E exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png,,"Recolor the hair in the reference image to exactly #C25E2E. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #C25E2E exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-medium.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #D1B26F. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #D1B26F exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png,,"Recolor the hair in the reference image to exactly #D1B26F. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #D1B26F exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #E6A273. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #E6A273 exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png,,"Recolor the hair in the reference image to exactly #E6A273. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #E6A273 exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #A4754A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #A4754A exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png,,"Recolor the hair in the reference image to exactly #A4754A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #A4754A exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #7B4B2A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #7B4B2A exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png,,"Recolor the hair in the reference image to exactly #7B4B2A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #7B4B2A exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #523418. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #523418 exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png,,"Recolor the hair in the reference image to exactly #523418. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #523418 exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #8B3F2C. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #8B3F2C exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png,,"Recolor the hair in the reference image to exactly #8B3F2C. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #8B3F2C exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #2B2B2B. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #2B2B2B exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png,,"Recolor the hair in the reference image to exactly #2B2B2B. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #2B2B2B exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #C25E2E. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #C25E2E exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png,,"Recolor the hair in the reference image to exactly #C25E2E. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #C25E2E exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/straight-short.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #D1B26F. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #D1B26F exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png,,"Recolor the hair in the reference image to exactly #D1B26F. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #D1B26F exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #E6A273. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #E6A273 exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png,,"Recolor the hair in the reference image to exactly #E6A273. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #E6A273 exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #A4754A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #A4754A exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png,,"Recolor the hair in the reference image to exactly #A4754A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #A4754A exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #7B4B2A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #7B4B2A exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png,,"Recolor the hair in the reference image to exactly #7B4B2A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #7B4B2A exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #523418. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #523418 exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png,,"Recolor the hair in the reference image to exactly #523418. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #523418 exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #8B3F2C. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #8B3F2C exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png,,"Recolor the hair in the reference image to exactly #8B3F2C. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #8B3F2C exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #2B2B2B. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #2B2B2B exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png,,"Recolor the hair in the reference image to exactly #2B2B2B. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #2B2B2B exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #C25E2E. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #C25E2E exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png,,"Recolor the hair in the reference image to exactly #C25E2E. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #C25E2E exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/buzz.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #D1B26F. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #D1B26F exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png,,"Recolor the hair in the reference image to exactly #D1B26F. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #D1B26F exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #E6A273. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #E6A273 exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png,,"Recolor the hair in the reference image to exactly #E6A273. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #E6A273 exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #A4754A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #A4754A exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png,,"Recolor the hair in the reference image to exactly #A4754A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #A4754A exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #7B4B2A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #7B4B2A exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png,,"Recolor the hair in the reference image to exactly #7B4B2A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #7B4B2A exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #523418. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #523418 exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png,,"Recolor the hair in the reference image to exactly #523418. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #523418 exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #8B3F2C. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #8B3F2C exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png,,"Recolor the hair in the reference image to exactly #8B3F2C. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #8B3F2C exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #2B2B2B. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #2B2B2B exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png,,"Recolor the hair in the reference image to exactly #2B2B2B. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #2B2B2B exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #C25E2E. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #C25E2E exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png,,"Recolor the hair in the reference image to exactly #C25E2E. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #C25E2E exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-crop.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #D1B26F. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #D1B26F exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png,,"Recolor the hair in the reference image to exactly #D1B26F. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #D1B26F exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #E6A273. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #E6A273 exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png,,"Recolor the hair in the reference image to exactly #E6A273. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #E6A273 exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #A4754A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #A4754A exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png,,"Recolor the hair in the reference image to exactly #A4754A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #A4754A exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #7B4B2A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #7B4B2A exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png,,"Recolor the hair in the reference image to exactly #7B4B2A. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #7B4B2A exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #523418. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #523418 exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png,,"Recolor the hair in the reference image to exactly #523418. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #523418 exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #8B3F2C. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #8B3F2C exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png,,"Recolor the hair in the reference image to exactly #8B3F2C. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #8B3F2C exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
"Recolor the hair in the reference image to exactly #2B2B2B. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #2B2B2B exactly.",Hair Color,Create a version of the hair style using the color hex.  Do not change anything about the image aside from the hair color.,1:1,1PbSZRRDxMyHNkmHozu8KNpwMEajhnhQ0,https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png,,"Recolor the hair in the reference image to exactly #2B2B2B. Keep everything else identical - only change the hair color. The hair should be a solid, uniform color matching #2B2B2B exactly. Reference image 1:https://admin.littleherolabs.com/api/assets/book-mvp-simple-adventure/characters/hairstyles/curly-tight.png Reference Image 2: Reference image 3: aspect ratio:1:1",,,,,
